Survey;Label
Tolong jangan terlalu cepat dalam menjelaskan materi;negatif
sudah sangat baik dengan mendatangkan orang orang yg surah ahli sehingga kita bisa belajar langsung;positif
jangan kasih tugas susah pak;positif
semoga menjadi baik lagi;positif
Semangat bapak;positif
tidak ada, terima kasih pak selama satu semester ini, sehat selalu pak .;positif
semoga menjadi lebih baik lagi;positif
Perfect, meme krg lucu¿¿¿¿;positif
lebih ditingkatkan lagi;positif
semangatt bapakk;positif
kedepannya semoga memberikan penjelasan secara detail mengenai tugastugas yang di berikan;positif
Makin baik kedepannya;positif
Terima kasih atas ilmunya pak;positif
mohon disertakan materi tentang pemograman. hal ini sangat mebantu Siswa dalam menyelasaikan proyek tugas besar di akhir semester. maaf jika ada salah kata dan terima kasih;negatif
saran dari saya, pak guru bisa menyampaikan candaan selama kelas berlangsung beberapa kali untuk membuat suasana tidak begitu intens;negatif
Semoga sukses dan sehat selalu untuk pak;positif
Lebih detail untuk menyampaikan materi;negatif
dalam penyampaian materi jangan terlalu cepat dan tugas bisa lebih di permudah;negatif
Sudah Bagus;positif
Pak sudah menjelaskan dan menerangkan materi dengan baik.;positif
tidak ada yang disarankan, sangat baik semua;positif
Bisa lebih ditingkatkan dalam penguasaan materi dan komunikasinya;negatif
Kadang saking tenangnya kelas, sampe ngantuk2 jadinya;negatif
Alhamdulillah;positif
Sudah sangat baik, penyampaian materi nya jelas dan mudah dipahami.;positif
semoga panjang umur dan sehat selalu.;positif
Cara penyampaian materi sudah sangat baik, tetap dipertahankan.;positif
lebih baik dalam berinteraksi kepada Siswa dan penyampaian materi lebih ditingkatkan;negatif
Jos pak;positif
Terimakasih atas ilmu yang telah diberikan dalam 1 semester ini;positif
Sejauh ini bu harum sudah melaksanakan tanggung jawabnya sebagai guru dengan baik;positif
saya masih kurang pahm dikarena kurangnya daya penglihatan menurun;positif
ditingkatkan lagi;positif
semoga dapat mengajar Siswa lebih baik untuk kedepannya;positif
terima kasih bu untuk pembelajarannya semester 1 ini, mungkin kami juga banyak kurangnya sebagai org dengan tangan di bawah. semoga kedepannya pembahasan dan materi yang disampaikan bisa kita tangkap langsung, jika ada pertanyaan atau penjelasan ulang itu murni dari tidak tahuan kami mohon sabar untuk menjelaskan ulang dan semoga barokah;positif
tidak ada saran sudah sangat baik;positif
Saran kedepannya mungkin lebih terperinci dalam pemberian materi;negatif
Untuk sekarang mungkin tidak ada;positif
Saran interaksi ke semua Siswa lebih baik lagi;negatif
semoga bisa di perbaiki kekurangan nya;negatif
Lebih ditingkatkan lagi menjadi guru yang lebih baik, saat pembelajaran diharapkan menyediakan penjelasan tidak terpaku pada ppt;negatif
tugas besarnya saya masih bingung pak:);positif
Tolong jika memberi contoh soal,di beri contoh yang susah;negatif
lebih ditingkatkan lagi performa sebagai guru yang baik dan bertanggung jawab;negatif
Bu harum guru yang baik dan sebenarnya sangat sesuai dengan kualifikasi. Namun, metode mengajar nya saya rasa tidak sesuai kkrena Siswa tidak mendapatkan materi yang sesuai dan harusnya didapatkan. Komunikasi sangat buruk karena, beliau sangat slowrespon dan tidak mau dihubungi selain daripada perwakilan kelas dan itu sangat tidak efektif, karena menurut saya Siswa akan membutuhkan komunikasi secara intens dg guru yang mengampu. Mohon maaf dan Terima kasih.;negatif
Untuk kedepannya mungkin bisa sekalikali Bapak nya yang menyampaikan materi;negatif
Untuk tempat pengumpulan tugas jangan di batasi waktu;negatif
kemampuan Guru untuk menjabarkan materi sudah sangat baik;positif
pak baik,cuman kadang lupa waktu wkwk;negatif
Belum ada terima kasih;positif
sehat selalu bapak/ibu;positif
Ilmunya;positif
bisa diperbaiki lagi;positif
Sehat selalu bu;positif
sudah sangat baik saat menyampaikan materi;positif
Semoga lebih baik lg kedepannya;positif
makasih pak;positif
tidak ada karena sudah sangat efisein dan baik dalam mengajar;positif
semangat dan terima kasih;positif
jika berkenan, Ibu guru mungkin bisa menghadirkan variasi mengajar baru dengan memberikan isuisu relevan pada masa kini yang berkaitan juga dengan Pelajaran yang diajarkan;negatif
Semoga selalu diberkati dalam setiap pekerjaan;positif
jangan terlalu banyak slide pada saat Pelajaran.;negatif
Ibu ,saya tidak berkomenta tentang apapun.;positif
mohon maaf pak saya tidak ada saran;positif
semangat sudah baik;positif
semoga kedepannya bisa pembelajaran full ofline;negatif
untuk pembelajaran sudah sangat baik;positif
Tetap menjadi yang terbaik pak ¿¿¿¿¿¿¿¿;positif
Kalau dari saya sudah bagus ibu dalam memberikan materi terimakasih ¿¿¿¿¿¿¿¿;positif
tidak ada karena sudah cukup baik menurut saya;positif
belum ada saran;positif
Good;positif
Untuk saran dari saya Pelajaran bahasa indonesia ini sudah sangat baik, kita sebagai Siswa sudah cukup paham dan mengerti dalam menerima materi yang disampaikan oleh Guru, terimakasih;positif
supaya lebih lagi dalam menceritakan pengalaman yang sudah pernah di alami;positif
sebaiknya lebih interaktif lagi dalam menyampaikan materi;positif
jadwalnya juga kepagian bu;negatif
Tidak ada saran sangat baik dalam mengajar;positif
Semoga kegiatan pembelajaran kedepannya dapat lebih baik dari yang sebelumnya dan dilancarkan juga kegiatannya;positif
layak dikatakan guru panutan.;positif
Selalu jaga kesehatan pak ilmu bapak kami perlukan;positif
Sangat friendly;positif
sudah cukup sangat baik, saat Bu menjelaskan materi maupun tugas;positif
mudah paham saat memberi materi tetapi lebih baik lebih perlahan lagi saat menerangkan materi;positif
Guru sangat bagus;positif
Semangat untuk pak;positif
Sudah cukup baik.;positif
semoga kedepan selalu jossssss;positif
materi yang berikan sangat mudah dipahami oleh Siswa;positif
secara penyampaian materi karena kelas diadakan secara online jadi dalam penyampaian materi terkadang kurang jelas karena faktor sinyal atau hal lainnya;negatif
semoga dapat meningkatkan kinerja;positif
semangat Pak;positif
Lebih banyaj materi dari guru dripada Siswa;positif
baik dan teruskan;positif
semoga pelajaran yang disampaikan tidak hanya bersumber dari presentasi Siswa saja karena Siswa yang menjelaskan materi belum tentu menguasainya... mungkin dari metode seperti itu banyak yang terkendala dalam memahami materi pelajaran pada Pelajaran;negatif
lebih pelan pelan lagi mengajarnya;negatif
Semoga kedepannya bisa terus Istiqomah dalam mengajarkan ilmu kepada murid dan terus berkembang sehingga sangat menguasai materi yang akan di ajarkan;negatif
penyampaian materi lebih detail lagi supaya Siswa lebih mngerti materi yang disampaikan;negatif
Memberi sedikit latihan soal (bukan tugas) sebagai absensi mungkin bisa lebih memotivasi siswa.;negatif
Semoga tambah bersemangat dalam mengajar;positif
SEMOGA SEHAT SELALU IBU;positif
Semangat Buu;positif
Mohon untuk materinya dapat di akses kembali. Minimal sebelum dilaksanakan ujian penting;positif
penjelasan materinya dibuat menarik lagi agar Siswa tidak ngantuk dan juga untuk praktikum sebaiknya di berikan materi terlebih dahulu agar Siswa bisa lebih mudah ketika mengerjakan;negatif
terimakasih bu atas ilmu dan kesabaran terhadap kelas kami;positif
untuk pengajaran bisa lebih pelan menjelaskan materinya karena banyak Siswa masih kurang paham pada mapel tersebut;negatif
Semangat, Bu.;positif
Kinerja guru sudah cukup baik, cukup dipertahankan saja.;positif
materi yang di sampaikan menarik dan mudah di pahami oleh Siswa;positif
Kesan saya bapak ini orangnya sangat baik walaupun terlihat tegas tapi aslinnya baik banget, mudah diajak bercanda, dan pesan dari saya;positif
lebih jelas lagi menjalaskan materinya;positif
lebih meningkatkan kualitas mengajar;negatif
mohon untuk diluluskan dalam Pelajaran perilaku organisasi dan mendapatkan nilai yang bagus, terima kasih bu;positif
Pak asik kalau ngajar, humorissss. Btw cari meme dimana pak?;positif
penyampaian materi sudah sangat bagus tetapi dikarenakan mapel yang susah jadi sangat susah untuk memahami;positif
Terimakasih bu , semoga bisa bertemu disemester selanjutnya;positif
guru favorite;positif
udah baik;positif
Saran dari saya mungkin ada beberapa : 1) Lebih mendalami materi yang akan disampaikan, 2) Modul pembelajaran lebih baik full bahasa Indonesia, 3) Ketika ada pembahasan soal lebih baik dijelaskan secara rinci asal usulnya dari mana, jangan langsung to the point;negatif
Semoga bu sehat selalu.;positif
terlalu cepat dalam berbicara;negatif
Mudah dipahami;positif
Kepedapannya bisa menjadi lebih baik lagi;positif
tidak ada , karena guru sendiri memang tidak pernah izin selama kelas berlangsung dan penyampaian materi nya lebih diserahkan ke Siswa agar kami mampu menyelesaikan soal terlebih dahulu , dan disusul dengan penjelasan rinci dari guru;positif
dalam menyampaikan materi lebih baik dijelaskan dulu tentang materinya,jangan langsung menunjuk Siswa karena tidak semua Siswa memiliki pemikiran yg kritis &bisa langsung menjelaskan materi yg ditujukan;negatif
Tidak ada. Terima Kasih;positif
untuk pesan atau kritik semoga Bapak lebih maju lagi kedepannya dan senantiasa memberikan Siswa yang terbaik;positif
kurang dalam menjelaskan materi dan terlalu terburuburu sehingga sulit dimengerti terhadap materinya;positif
Pelaksanaan quiz yang terlalu mendadak;negatif
Di setiap materi yang diberikan per minggu, hendaknya diberikan tugas tujuannya untuk mengevaluasi hasil pemahaman / penguasaan Siswa terhadap materi yang telah disampaikan setiap minggunya, jadi jangan hanya langsung diberikan tugas akhir saja tanpa ada latihan tugas perminggu nya.;negatif
For the greater good;positif
mungkin lebih detail untuk praktikumnya pak;negatif
secara keseluruhan pengajaran sangat baik;positif
Terima kasih dengan semua ajarannya sehat selalu dan bertambah rezekinya¿¿¿¿¿¿¿¿;positif
Untuk penugasan, kalau bisa bu di jelaskan sedetail detailnya walaupun materinya udah di sampaikan, cara mengerjakan tugas nya juga harus di jelaskan satu persatu biar nyambung bu ga salah nangkap, Terimakasih;negatif
sudah cukup baik cuman untuk kejelasan jam Pelajarannya agak kurang;positif
Bapaknya sangat baik dan perhatian semoga terus mengampu di;positif
penyampaian materi;positif
Sudah sangat baik.;positif
untuk pembelajaran sudah bagus, sarannya seringsering offline pembelajarannya.;negatif
Semangat bu;positif
Sudah baik dan semoga bisa lebih baik lagi kedepannya;positif
Tolong lebih ditingkatkan lagi;positif
be better;positif
Sudah cukup baik dan di tingkatkan untuk kedepannya;positif
sangat baik dan untuk lebih sering berinteraksi dengan Siswa;negatif
Pertahankan gaya mengajar yang menarik pak;positif
Sejauh ini tidak ada saran yang spesifik, karena cara penyampaian dan mengajar ibu mudah dipahami dan diikuti.;positif
ngasih tugas jangan ynag susah bu kita yang kewalahan bu ngerjainnya;negatif
semoga lebih dapat memahami murid;positif
belum ada saran, guru sangat bagus dalam mengajari siswa.;positif
lebih dijadwalkan untuk kelas offline jika memang bisa mengajar para Siswa , karena ada beberapa kesempatan para murid ingin lebih banyak berinteraksi saat pelajaran untuk menanyakan lebih detail tentang hal yang tidak diketahui kepada guru;negatif
Sangat baiko;positif
Sebaiknya ketika menyampaikan materi lebih pelan pelan dan lebih rinci lagi agar kita paham dengan materinya;negatif
Sarannya untuk sudah baik;positif
sangat senang dengan pembawaan pak , Gbu pak;positif
untuk materi dapat saya terima dengan baik semoga kedepanya lebih baik amin;positif
Semoga guru pancasilanya tetap;positif
ditingkatkan metode pengajaran;positif
lebih rileks saat mengajar;positif
Kedepannya makin lebih baik lagi;positif
tidak ada saran lebih lanjut.;positif
pak guru menguasai paham akan materi;positif
TERIMAKASIH PAK ATAS ILMU NYA SEMOGA BERMANFAAT;positif
lebihh detail dalam menjelaskan, media pembelajaran tidak video dan penjelasan perlahan lahan agar dipahami seluruh Siswa dengan baik;negatif
Untuk saran dari saya Pelajaran pengantar teknik industri ini sudah cukup baik, kita sebagai Siswa sudah cukup paham dan mengerti dalam menerima materi yang disampaikan oleh Guru, terimakasih;positif
ini tubes bukan skripsi jadi yang normal normal saja pak;negatif
untuk penjelasan materi sudah sangat baik.;positif
seharusnya ibunya lebih responsif ketika dihubungi via online;negatif
Tetap semangat !;positif
semoga bisa offline di semester selanjutnya;negatif
Semangat teruss pak buat kedepannya;positif
cara mengajarnya sedikit kecepetan jadi saya cukup sulit memahaminya;negatif
Dimohon kepada guru ketika memberi ilmu dengan suara yang halus dan tidak dengan nada yang tinggi dan sangat cepat. Kemudian ketika berkomunikasi kepada siswa/i dengan santai dan tidak berbicara dengan nada tinggi. Namun, secara keseluruhan guru telah melakukan pembelajaran dengan baik dan terimakasih telah memberi ilmu pada semester ini.;negatif
Untuk mapelnya klo bisa offline;negatif
Terima kasih Bpk/Ibu Guru;positif
Spontan?;positif
semoga bisa lebih baik kembali;positif
Pemberian materi terkadang kurang runtut;negatif
Untuk saran tidak ada dikarenakan dalam menjelaskan sebuah materi sangat baik;positif
Aspraknya baik;positif
materi yang diberikan mudah dipahami dan tugas yang diberikan menambah wawasan luas bagi Siswa;positif
Semoga kedepannya ibu mengajar lebih asik lagi;positif
Sudah baik dan semoga tetap konsisten bahkan lebih baik;positif
Sebaiknya, suara bu sedikit dikeraskan volume nya. Seringkali Siswa termasuk saya seolah mendekatkan telinga ketika bu menjelaskan.;negatif
Semoga kedepannya lebih di kontrol emosi nya bu;negatif
Saran untuk menambahkan modul odoo dan lebih terperinci dalam memberikan implementasi serta cara penggunaan odoo;negatif
kurang pembelajaran tatap muka;negatif
Terimakasih pak;positif
Gurunya mantap;positif
Alhamdulillah sangat baik, mungkin untuk kedepannya bisa diadakan secara offline agar lebih cepat menyerap ilmu dari guru dan menambah keberkahan ilmu;negatif
guru keren;positif
terimakasih ilmu dan materi yang telah diberikan;positif
Lebih meningkatkan dalam penyampaian materi agar lebih baik lagi;negatif
Semangattt pak;positif
Alhamdulillah tidak ada kendala;positif
sedikit lebih dikembangkan lagi dengan materi yang tidak hanya dari menonton youtube atau video. untuk pembelajran cukup baik;negatif
tetap mengajar dengan profesional;positif
sudah baik. saya senang mempelajari manajemen proyek dengan bu;positif
Semangat untuk mengajar dalam Pelajaran;positif
Mohon maaf Bu pertemuan di semester ini bisa dihitung jari. Saya merasa kurang belajar;negatif
Lebih memperbanyak variasi latihan soal dalam penerapan di setiap bab nya;negatif
kurangin pertanyaan mematikan bu :);negatif
Menyampaikan materi lebih jelas lagi;negatif
Penyampaian materi dari guru sudah cukup baik namun kurang memberi contoh atau studi kasus dari materi yang diberikan;negatif
menjanjikan Siswa Pelajaran offline akan tetapi belum terlaksana sampai akhir semester, untuk yang lain saya rasa cukup baik;negatif
Jangan terlalu cepat untuk menyampaikan materi;negatif
Terimakasih sudah membimbing selama 1 semester Bu.;positif
penyampaian materi lebih menarik dan mudah dipahami;positif
Sejauh ini tidak ada saran yang spesifik untuk Pelajaran ini, karena cara penyampaian dan mengajar ibu yang sabar dan rinci sehingga mudah dipahami dan diikuti.;positif
Untuk kedepannya mungkin bisa diberi video pembelajaran tentang materi yang diberikan. Terima kasih bapak atas materi dan bimbingannya selama satu semester ini.;negatif
sangat baiik;positif
Ngga ada saran,bu Gurunya udah mantep;positif
Untuk segala aspek sudah baik atau sangat baik. Namun, untuk kedepannya harus tetap ditingkatkan lagi.;positif
sangat baik secara keseluruhan;positif
Saran dari saya, jika berkenan pak perlu menghadirkan variasi mengajar baru dengan memberikan isuisu relevan pada masa kini.;negatif
Untuk pengajaran sudah baik dan bisa untuk di pertahankan;positif
Kurang pendekatan pada Siswa;negatif
Tidak ada saran, karena untuk proses belajar mengajar bapak sangat baik;positif
semangat terus pak;positif
mohon diperbaiki yang kurang performanya sebagai guru;positif
Sudah cukup baik menurut saya;positif
maaf belum bisa menjadi murid yang baik;positif
Keep it strong;positif
Alhamdulillah saya rasa sudah sangat baik semuanya, terima kasih;positif
Mendapatkan nilai lebih baik;positif
Sudah baik saat memberikan materi;positif
Pembelajaran kimia bisa dilakukan secara offline;negatif
Pada saat praktikum, jika ada Siswa bertanya error, mohon dibantu menyelesaikan.;negatif
Saran dari saya, semoga ibu dapat memperpanjang batas waktu pengumpulan tugas;negatif
Untuk setiap materi yang diberikan sudah baik, berguna untuk kita kedepannya. Tetapi untuk metode pengajarannya yang perlu diperbaiki lagi, misalnya mengadakan Pelajaran tamu dengan pemateri atau Pelajaran offline minimal 2 kali dalam sebulan, juga di tengahtengah materi bisa diberikan umpan balik kepada manusia. Dikarenakan Pelajaran online (zoom) dan materi yang diberikan masih terbilang asing serta pemaparannya yang panjang dapat mengurangi fokus Siswa terhadap materi yang diberikan. Jikalau memungkinkan juga dapat diadakannya kunjungan ke perusahaan, lembaga ataupun instansi terkait MTL, agar Siswa dapat mengenal lebih dekat, mengamati dan melihat secara langsung proyekproyek dan cara kerja perusahaan.;negatif
sudah baik sekali. saya senang belajar pemrograman web dengan bu;positif
sudah cukup baik dalam penyampaian materi;positif
terimakasih Pak telah mengajar saya. mohon bimbingannya kedepan;positif
Lebih semangat meningkatkan kinerja;negatif
guru tidak terlalu ikut andil dalam pemberian materi, dan materi yang disampaikan pemateri terlalu luas jangkauannya sehingga kesulitan untuk mengikuti;negatif
semua sudahh sangat baik dalam mengajar;positif
Tambahan variasi tugas, agar lebih banyak referensi penilaian, tidak hanya dari tugas tulis.;negatif
Lebihh detaill lagi dalam menjelaskan, karena mapel ini susah bagi yang tidak ada basic ekonomi di sekolahnya dulu:(;negatif
sangat mantap;positif
sudah cukup baik dalam menyampaikan materi;positif
Lebih jelas lagi dalam hal menyampaikan materi dan tugas;negatif
materinya harus lebih dibuka;negatif
semoga semakin mudah dalam mengajarkan matematika optimasi dan riset operasi;negatif
Memberikan materi / wawasan yang lebih luas tentang sains data;positif
Semoga kedepannya kegiatan belajar mengajar dapat berjalan dengan lebih baik dan dilakukan secara offline;negatif
Tek ada;positif
Mungkin lebih diajarkan banyak teori terlebih dahulu bukan praktek tanpa teori yang di ajarkan;negatif
mampu memberikan arahan dalam penulisan laporan kerja praktik yang benar;positif
Pak kalau menjelaskan dengan cerita memang bagus tapi terkadang membuat Siswa ngantuk pak;negatif
Tambah baik dalam mengajar;positif
semoga kedepannya bisa mengajar tanpa digantikan asisten;negatif
mayoritas guru sudah cukup bagus namun ada beberapa guru cara penyampaian materinya kurang maksimal;negatif
Sudah cukup baik, hanya saja akan lebih baik jika kelas dilakukan secara offline;negatif
mampu memberikan mekanisme belajar yang baik;positif
jika diberi tanggung jawab untuk mengajar siswa, maka bertanggung jawablah. sebagai Siswa berhak menerima Pelajaran dengan semestinya. Pelajaran tambahan tetapi tidak ada materi yang mempelajari Pelajaran tersebut, dan guru sering tidak masuk untuk memberi Pelajaran.;negatif
Semoga semester dua di ajar lagi oleh bu . Bu sangat baik dalam menyampaikan materi dan sabaar sekali;positif
Semoga semakin baik untuk kedepannya;positif
semoga kedepannya bisa lebih baik;positif
terimakasih atas ilmunya pak;positif
Bu sabar banget ngajarnya huhuuuuu, kita minta diulang penjelasannya berulang kali pun bakal dijelasin ulang, misal mau konsul pribadi juga bolehhhhhh baik bangett bu riniiii makasii buuuu. Tapi kalau jelasin jangan cepat cepat bu karena jam statistika di smt ini siang hari banyak yang ngantuk:') tapi overall uda bagus banget cara bu ngajarnya;negatif
Lebih memberikan penjelasan dan contoh secara mendetail;negatif
Tidak ada saran dari saya, bu sudah sangat baik dalam menyampaikan materi saat di kelas sehingga mudah dipahami. Terima kasih banyak untuk bu .;positif
materi pembelajaran dan bahan yang diujikan saat uas tidak sesuai. saat pembelajaran fulll menggunakan tulis tangan tetapi uas ditugaskan untuk membuat pemrograman bahasa python dan php;negatif
Materi yang dijelaskan sesuai RPS;positif
bu kalo ngajar yang runtut dan jelas dong, terus kasih materi juga di elearning biar bisa belajar lgi;negatif
Terima kasih bu;positif
Tidak ada saran apapun terkait guru Pelajaran literasi teknologi dan informasi dikarenakan guru juga telah memberikan dan menerangkan materi terkait dengan rinci dan total;positif
Semakin semangat;positif
banyakin kelas offline;negatif
Materi sangat menarik, sarannya kalau menjelaskan materi yang sulit jangan cepat cepat;negatif
Terimakasih untuk pak telah memberika materi pemrograman web dengan sangat baik. Saya sebagai Siswa selalu bertanya dan terjawab semua permasalahan error yang ada di website. dan berminat dengan materi bootcamp yang sangat baik.;positif
saran saya untuk materi seharusnya diajarkan lebih terperinci lagi;negatif
Sangat seru pak lawakannya;positif
Terimakasih Bu;positif
Baik dalam menjelaskan dan memberikan tugas;positif
kurang interaksi sama siswa;negatif
menampilkan secara lebih jelas contoh dari materi;negatif
menjadi lebih baik lagi;negatif
Pak guru terfavorit. Menjelaskan materi dengan baik kemudian ada bercandanya sehingga tidak tegang.;positif
Kurang'i marahmarah terhadap hal yang paling sepele;negatif
Semangat pak :);positif
Sangat baik dan jelas,mudah dipahami apa yang disampaikan beliau;positif
Ditingkatkan lagi proses mengajar sudah bagus menjelaskan materi dengan jelas dan baik;positif
Untuk saat ini, Penyampaian materi sudah baik dan mudah dipahami. Semoga bisa dipertahankan dan juga bisa konsisten.;positif
Lebih sabar menghadapi Siswa;negatif
tidak ada saran semua sudah baik;positif
Semoga konsisten terus Ibu;positif
semangat bu;positif
Mantap pak;positif
top mantap is the best;positif
cara penyampaian materi begitu baik;positif
Sangat baik sekali,;positif
Secara keseluruhan cara pengajaran yang disampaikan sangat mudah dipahami ditambah dengan selingan candaan sehingga kelas tidak terasa bosan sama sekali.;negatif
semoga kedepannya lebih baik lagi. terima kasih bu harum;positif
guru bisa menyampaikan candaan selama kelas berlangsung beberapa kali untuk membuat suasana diskusi tidak begitu intens.;positif
Semoga Dengan mapel ini dapat memberikan nilai kehidupan magi Siswa dalam menenpuh hidup yang kian terbanjir dengan arus globalisasi;positif
Pemahaman guru sangat baik,akan tetapi menyampaikan materi terlalu cepat;negatif
Sudah sangat baik, memperhatikan siswanya;positif
JIka ada perubahan jadwal, mohon diinfokan kepada Siswa 23 jam sebelumnya. terima kasih;negatif
mungkin untuk saran udah cukup baik;positif
Pelajaran ini banyak mirip seperti PPIC atau malah memang dasarnya dari situ, tetapi modul Sistem Terintegrasi II kelas IE031 selalu mendahului PPIC, jadi seperti praktik dahulu lalu teori kemudian. seharusnya dibalik agar lebih mudah mengerjakannya.;negatif
Trimakasih bu atas penyampaian materinya satu semester ini;positif
untuk guru mtk tulisan dipapan kalau bisa di besarkan, makasi...;negatif
Terbaik!!!;positif
terima kasih pak untuk pembelajaran satu semester ini. mohon maaf bila saya belum bisa mendengarkan pelajaran dengan baik. mungkin sedikit saran untuk masalah asisten lab dan penugasannya bisa lebih dikomunisakan lebih baik, baik itu dari siswa, aslab maupun guru agar tidak terjadi miss sehingga penugasan lebih bisa dieksekusi lebih maksimal;negatif
lebih mempertimbangkan deadline tugas besar yang diberikan;negatif
Guru membawakan materi dengan sangat baik karena penguasaan materi yang dimiliki, pembawaan yang nyaman dan baik, serta guru interaktif sehingga kelas menjadi hidup dimana Siswa dapat ikut berpikir tentang studi kasus yang diberikan Guru.;positif
saat menyampaikan materi boleh menyampaikan candaan selama kelas berlangsung beberapa kali untuk membuat suasana diskusi tidak begitu tegang;positif
Tdk ada saran;positif
Sehat selalu bu;positif
saran tidak ada;positif
Karena cara penyampaian materi nya mudah dipahami dan menyenangkan jadi saya harap untuk selanjutnya Pelajaran ini bisa dilakukan secara offline;positif
lebih jelas dalam penyampaian informasi;positif
guru sudah menyampaikan materi dengan baik;positif
Mungkin lebih sering menjelaskan lewat contoh soal dengan guru mengerjakan langsung di papan tulis, sehingga Siswa bisa tau alur pengerjaan soal yang efektif dan efisien;negatif
Semoga kedepannya bisa memberikan model contoh soal yang sama dengan tugas;negatif
makasi pak;positif
Materi sudah tersampaikan dengan baik mungkin diharapkan dapat melakukan pembelajaran secara offline;negatif
Sehat2 terus bu!!!;positif
Sudah cukup baik. Namun, bisa ditingkatkan kembali.;positif
lebih enjoy lagi bu:);positif
Lebih tepat waktu dalam memberi tempat pengumpulan tugas dan memperjelas tugas yang diberikan;negatif
Saya merasa udah baik menjelaskan sesuai materi;positif
Semoga kedepannya interaksi guru dengan Siswa lebih dekat lagi;negatif
Lebih ditingkatkan lagi;positif
diharapkan dapat mengajari Siswa lebih baik lagi;negatif
Sehat Selalu pak;positif
Terlalu banyak jam kosong;negatif
guru Pelajaran sangat baik dalam melakukan bimbingan belajar Pelajaran sistem digital;positif
Mohon untuk penjelasan materi kedepannya lebih di permudah dengan penyampaian bahasa yang mudah dimengerti;negatif
Saran untuk Gurunya llebih sering masuk kelas dan memberikan materi disetiap pertemuan, tidak hanya memberikan tugas, presentasi lngsng selesai.;negatif
semoga semakin baik lagi kedepanya;positif
isi materi mungkin lebih lengkap lagi;negatif
Terbaik pak;positif
Sarannya mungkin dalam ppt yang akan disampaikan bisa diperinci lagi agar mudah dipahami oleh Siswa serta menggunakan bahasa indonesia maupun bahasa inggris;negatif
tidak ada saran, karena pak sudah sangat baik dalam mengajar dan salah satu guru humble yang sangat asik<3;positif
Tidak udah sudah cukup baik;positif
Tetap semangat dalam mengajar Siswa;positif
penyampaian materi sangat mudah dipahami namun terlalu cepat ketika menjelaskan materi;negatif
Lebih meningkatkan keakraban dalam kelas;negatif
Jangan terlalu banyak tidak masuk terkadang kami Siswa bingung untuk memahami/kesulitan statistika yang akan dibuat untuk presentasi kedepannya;negatif
Memberikan cara agar bisa memahami tentang matematika lebih mudah;positif
tidak sering mengosongkan kelas;negatif
Lebih ditingkatkan kedepannya;positif
memang bu guru luar biasa, semangat kerja di dua tempat yaa, Bu;positif
Sudah baik dalam segi penyampaian materi dan pemberlajaran, hanya saya saja yang kurang paham terkait Pelajaran ini karena saya kurang minat di perhitungan.;positif
ngajarnya enak nyantaii dan berbaur asik sama Siswa;positif
mungkin lebih ke pptnya pak jangan banyak bahasa inggrisnya soalnya susah memahami pak;negatif
3Jam full materi jujur saya ngantuk pak;negatif
untuk pembelajarannya sudah sangat bagus;positif
Semoga bisa lebih baik untuk menyampaikan materinya.;positif
Secara keseluruhan sudah baik, tingkatkan lagi;positif
sudah sangat baik dalam mengajar;positif
Terimakasih untuk semester ini pak;positif
semoga makin lebih baik;positif
dalam menyampaikan materi kurang refrensi yang diberikan;negatif
sehat selalu bu;positif
Untuk saat ini, Penyampaian materi sudah baik dan mudah dipahami. Semoga bisa dipertahankan dan juga konsisten.;positif
saat pembelajaran santai dan mendetail saya suku, terima kasih telah mengajar dan mohon bantuannya untuk semester depan;positif
nilai A+;positif
cara mengajar sudah bagus namun sekiranya bapak dapat lebih meningkatkan cara penyampaian materi yang lebih baik lagi kepada Siswa;positif
Saran saya Semoga pembelajaran Mapel ALPRO harus mempekajari praktiknya;negatif
mungkin ada baiknya saat menjelaskan materi juga di praktikan langsng sedikit (live coding) biar mudah memahaminya, nanti selanjutnya pada pertemuan praktikum bisa lebih detail;negatif
sudah baik bukk;positif
Mungkin untuk jadwal jangan slalu berpindah pindah hari dan secara penjabaran pun masih seolah paham sendiri tidak bertanya kepada Siswa;negatif
Sebelum memberikan tugas mungkin bisa dijelaskan lebih detail lagi agar apabila ada soal yang beda bisa lebih dipahami lagi, serta pembagian kelompok lebih baik di acak agar satu sama lain bisa saling berdiskusi dan belajar, semoga bisa diterapkan di pembelajaran selanjutnya, terima kasih;negatif
Tidak adaa;positif
Pertahankan kinerja yang ada sekarang;positif
sangat baik teknik dalam penyampaian materinya mudah dimengerti;positif
semangat Pak;positif
Alhamdulillah pengajaran nya sangat jelas di mengerti;positif
Terkadang materi yang disampaikan terlalu detail dan hanya mengacu pada bahan materi. Mungkin kedepannya bisa menggunakan studycase dan sejenisnya, supaya lebih interaktif;negatif
pak keren penggemar anime yang pengemar pasti orang keren;positif
semoga sehat selalu;positif
Semoga pak perdana bisa lebih pelan saat menjelaskan;negatif
pemberian materi dengan yang di ujikan ketika uas sedikit berbeda. karena pada proses pembelajaran hanya diajarkan perhitungan manual sedangkan ketika UAS di berikan project koding;negatif
Semoga lebih baik lagi untuk kedepannya;positif
BAik;positif
Terimakasih ibu, sukses selalu.;positif
Jangan terlalu cepat jika menjelaskan materi;negatif
Sangat Baik dan ramah;positif
Semoga jadi lebih baik lagi kedepannya;positif
